HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,WA (NR),WA (R),Short Description
L2200,,,D,PO,72.84,54.63,72.84,0,Limited ankle motion ea jnt
L2210,,,D,PO,102.99,77.24,80.97,0,Dorsiflexion assist each joi
L2220,,,D,PO,125.47,94.1,111.21,0,Dorsi & plantar flex ass/res
L2230,,,D,PO,117.56,88.17,108.27,0,Split flat caliper stirr & p
L2232,,,D,PO,143.26,107.44,119.38,0,"Rocker bottom, contact afo"
L2240,,,D,PO,128.15,96.11,97.01,0,Round caliper and plate atta
L2250,,,D,PO,544.42,408.31,544.42,0,Foot plate molded stirrup at
L2260,,,D,PO,307.14,230.35,230.35,0,Reinforced solid stirrup
L2265,,,D,PO,180.44,135.33,135.33,0,Long tongue stirrup
L2270,,,D,PO,82.28,61.71,82.28,0,Varus/valgus strap padded/li
L2275,,,D,PO,192.15,144.12,179.72,0,Plastic mod low ext pad/line
L2280,,,D,PO,693.78,520.33,521.13,0,Molded inner boot
L2300,,,D,PO,412.52,309.39,385.74,0,Abduction bar jointed adjust
L2310,,,D,PO,188.49,141.37,188.49,0,Abduction bar-straight
L2320,,,D,PO,315.25,236.44,302.05,0,Non-molded lacer
L2330,,,D,PO,601.62,451.21,533.84,0,Lacer molded to patient mode
L2335,,,D,PO,348.06,261.05,285.81,0,Anterior swing band
L2340,,,D,PO,684.77,513.58,634.17,0,Pre-tibial shell molded to p
L2350,,,D,PO,1365.23,1023.92,1155.18,0,Prosthetic type socket molde
L2360,,,D,PO,79.27,59.45,79.27,0,Extended steel shank
L2370,,,D,PO,393.31,294.98,315.21,0,Patten bottom
L2375,,,D,PO,173.12,129.84,129.84,0,Torsion ank & half solid sti
L2380,,,D,PO,188.63,141.47,144.02,0,Torsion straight knee joint
L2385,,,D,PO,205.22,153.92,153.92,0,Straight knee joint heavy du
L2387,,,D,PO,253.57,190.18,233.37,0,Add le poly knee custom kafo
L2390,,,D,PO,167.72,125.79,125.79,0,Offset knee joint each
L2395,,,D,PO,239.73,179.8,179.8,0,Offset knee joint heavy duty
L2397,,,D,PO,172.19,129.14,151.86,0,Suspension sleeve lower ext
L2405,,,D,PO,127.62,95.71,104.57,0,Knee joint drop lock ea jnt
L2415,,,D,PO,177.82,133.36,145.69,0,Knee joint cam lock each joi
L2425,,,D,PO,209.83,157.37,171.93,0,Knee disc/dial lock/adj flex
L2430,,,D,PO,209.83,157.37,171.93,0,Knee jnt ratchet lock ea jnt
L2492,,,D,PO,156.24,117.18,121.49,0,Knee lift loop drop lock rin
L2500,,,D,PO,483.36,362.52,389.21,0,Thi/glut/ischia wgt bearing
L2510,,,D,PO,1112.93,834.7,949.5,0,Th/wght bear quad-lat brim m
L2520,,,D,PO,705.84,529.38,559.39,0,Th/wght bear quad-lat brim c
L2525,,,D,PO,1867.69,1400.77,1491.12,0,Th/wght bear nar m-l brim mo
L2526,,,D,PO,1049.45,787.09,1049.45,0,Th/wght bear nar m-l brim cu
L2530,,,D,PO,359.99,269.99,281.9,0,Thigh/wght bear lacer non-mo
L2540,,,D,PO,647.77,485.83,612.81,0,Thigh/wght bear lacer molded
L2550,,,D,PO,440.05,330.04,360.09,0,Thigh/wght bear high roll cu
L2570,,,D,PO,729.78,547.34,563.84,0,Hip clevis type 2 posit jnt
L2580,,,D,PO,711.09,533.32,630.29,0,Pelvic control pelvic sling
L2600,,,D,PO,314.68,236.01,273.38,0,Hip clevis/thrust bearing fr
L2610,,,D,PO,372.09,279.07,329.45,0,Hip clevis/thrust bearing lo
L2620,,,D,PO,409.67,307.25,361.41,0,Pelvic control hip heavy dut
L2622,,,D,PO,469.85,352.39,352.39,0,Hip joint adjustable flexion
L2624,,,D,PO,507.36,380.52,380.52,0,Hip adj flex ext abduct cont
L2627,,,D,PO,2626.58,1969.94,1969.94,0,Plastic mold recipro hip & c
L2628,,,D,PO,2566.97,1925.23,2566.97,0,Metal frame recipro hip & ca
L2630,,,D,PO,379.4,284.55,300.57,0,Pelvic control band & belt u
L2640,,,D,PO,514.89,386.17,468.46,0,Pelvic control band & belt b
L2650,,,D,PO,183.86,137.9,183.86,0,Pelv & thor control gluteal
L2660,,,D,PO,285.56,214.17,214.17,0,Thoracic control thoracic ba
L2670,,,D,PO,261.36,196.02,202.64,0,Thorac cont paraspinal uprig
L2680,,,D,PO,239.76,179.82,179.82,0,Thorac cont lat support upri
L2750,,,D,PO,128.06,96.05,112.84,0,Plating chrome/nickel pr bar
L2755,,,D,PO,191.26,143.45,156.75,0,Carbon graphite lamination
L2760,,,D,PO,93.09,69.82,71.32,0,Extension per extension per
L2768,,,D,PO,190.71,143.03,156.26,0,Ortho sidebar disconnect
L2780,,,D,PO,103.7,77.77,103.7,0,Non-corrosive finish
L2785,,,D,PO,48.56,36.42,40.2,0,Drop lock retainer each
L2795,,,D,PO,130.19,97.65,121.04,0,Knee control full kneecap
L2800,,,D,PO,163.43,122.57,140.51,0,Knee cap medial or lateral p
L2810,,,D,PO,119.67,89.75,89.75,0,Knee control condylar pad
L2820,,,D,PO,133.05,99.79,99.79,0,Soft interface below knee se
L2830,,,D,PO,143.94,107.96,107.96,0,Soft interface above knee se
L2840,,,D,PO,66.94,50.21,50.21,0,Tibial length sock fx or equ
L2850,,,D,PO,94.86,71.15,71.15,0,Femoral lgth sock fx or equa
L3000,,,D,PO,459.83,344.87,376.8,0,Ft insert ucb berkeley shell
L3001,,,D,PO,193.61,145.21,158.66,0,Foot insert remov molded spe
L3002,,,D,PO,236.41,177.3,193.73,0,Foot insert plastazote or eq
L3003,,,D,PO,255.07,191.3,209.04,0,Foot insert silicone gel eac
L3010,,,D,PO,255.07,191.3,209.04,0,Foot longitudinal arch suppo
L3020,,,D,PO,290.42,217.81,237.97,0,Foot longitud/metatarsal sup
L3030,,,D,PO,111.71,83.78,91.55,0,Foot arch support remov prem
L3031,,,D,PO,179.71,134.78,152.66,0,Foot lamin/prepreg composite
L3040,,,D,PO,68.89,51.67,56.45,0,Ft arch suprt premold longit
L3050,,,D,PO,68.89,51.67,56.45,0,Foot arch supp premold metat
L3060,,,D,PO,107.96,80.97,88.45,0,Foot arch supp longitud/meta
L3070,,,D,PO,46.52,34.89,38.11,0,Arch suprt att to sho longit
L3080,,,D,PO,46.52,34.89,38.11,0,Arch supp att to shoe metata
L3090,,,D,PO,59.58,44.69,48.83,0,Arch supp att to shoe long/m
L3100,,,D,PO,63.29,47.47,51.86,0,Hallus-valgus nt dyn pre ots
L3140,,,D,PO,130.34,97.75,106.8,0,Abduction rotation bar shoe
L3150,,,D,PO,119.15,89.36,97.63,0,Abduct rotation bar w/o shoe
L3170,,,D,PO,74.48,55.86,61.04,0,Foot plas heel stabi pre ots
L3224,,,D,PO,90.1,67.57,67.57,0,Woman's shoe oxford brace
L3225,,,D,PO,103.64,77.73,77.73,0,Man's shoe oxford brace
L3300,,,D,PO,76.33,57.25,62.55,0,Sho lift taper to metatarsal
L3310,,,D,PO,119.15,89.36,97.63,0,Shoe lift elev heel/sole neo
L3330,,,D,PO,828.44,621.33,678.86,0,Lifts elevation metal extens
L3332,,,D,PO,107.96,80.97,88.45,0,Shoe lifts tapered to one-ha
L3334,,,D,PO,55.85,41.89,45.78,0,Shoe lifts elevation heel /i
L3340,,,D,PO,124.76,93.57,102.26,0,Shoe wedge sach
L3350,,,D,PO,33.5,25.13,27.48,0,Shoe heel wedge
L3360,,,D,PO,52.13,39.09,42.72,0,Shoe sole wedge outside sole
L3370,,,D,PO,72.59,54.44,59.46,0,Shoe sole wedge between sole
L3380,,,D,PO,72.59,54.44,59.46,0,Shoe clubfoot wedge
L3390,,,D,PO,72.59,54.44,59.46,0,Shoe outflare wedge
L3400,,,D,PO,59.58,44.69,48.83,0,Shoe metatarsal bar wedge ro
L3410,,,D,PO,135.91,101.93,111.35,0,Shoe metatarsal bar between
L3420,,,D,PO,80.05,60.04,65.62,0,Full sole/heel wedge btween
L3430,,,D,PO,234.58,175.93,192.22,0,Sho heel count plast reinfor
L3440,,,D,PO,111.71,83.78,91.55,0,Heel leather reinforced
L3450,,,D,PO,154.51,115.88,126.64,0,Shoe heel sach cushion type
L3455,,,D,PO,59.58,44.69,48.83,0,Shoe heel new leather standa
L3460,,,D,PO,50.25,37.69,41.16,0,Shoe heel new rubber standar
L3465,,,D,PO,85.64,64.23,70.16,0,Shoe heel thomas with wedge
L3470,,,D,PO,91.22,68.41,74.74,0,Shoe heel thomas extend to b
L3480,,,D,PO,91.22,68.41,74.74,0,Shoe heel pad & depress for
L3500,,,D,PO,42.82,32.12,35.09,0,Ortho shoe add leather insol
L3510,,,D,PO,42.82,32.12,35.09,0,Orthopedic shoe add rub insl
L3520,,,D,PO,46.52,34.89,38.11,0,O shoe add felt w leath insl
L3530,,,D,PO,46.52,34.89,38.11,0,Ortho shoe add half sole
L3540,,,D,PO,74.48,55.86,61.04,0,Ortho shoe add full sole
L3550,,,D,PO,13.04,9.78,10.65,0,O shoe add standard toe tap
L3560,,,D,PO,33.5,25.13,27.48,0,O shoe add horseshoe toe tap
L3570,,,D,PO,124.76,93.57,102.26,0,O shoe add instep extension
L3580,,,D,PO,94.94,71.21,77.81,0,O shoe add instep velcro clo
L3590,,,D,PO,78.2,58.65,64.07,0,O shoe convert to sof counte
L3595,,,D,PO,61.41,46.06,50.33,0,Ortho shoe add march bar
L3600,,,D,PO,111.71,83.78,91.55,0,Trans shoe calip plate exist
L3610,,,D,PO,147.07,110.3,120.51,0,Trans shoe caliper plate new
L3620,,,D,PO,111.71,83.78,91.55,0,Trans shoe solid stirrup exi
L3630,,,D,PO,147.07,110.3,120.51,0,Trans shoe solid stirrup new
L3640,,,D,PO,63.29,47.47,51.86,0,Shoe dennis browne splint bo
L3650,,,D,PO,88.92,66.69,71.08,0,So 8 abd restraint pre ots
L3660,,,D,PO,154.1,115.57,115.57,0,So 8 ab rstr can/web pre ots
L3670,,,D,PO,169.54,127.15,132.18,0,So acro/clav can web pre ots
L3671,,,D,PO,1200.4,900.3,983.68,0,So cap design w/o jnts cf
L3674,,,D,PO,1574.72,1181.04,1290.37,0,So airplane w/wo joint cf
L3675,,,D,PO,233.79,175.34,191.58,0,So vest canvas/web pre ots
L3702,,,D,PO,384.69,288.51,315.21,0,Eo w/o joints cf
L3710,,,D,PO,185.34,139.01,139.01,0,Eo elas w/metal jnts pre ots
L3720,,,D,PO,980.65,735.49,878.51,0,Forearm/arm cuffs free motio
L3730,,,D,PO,1351.54,1013.66,1181.94,0,Forearm/arm cuffs ext/flex a
L3740,,,D,PO,1602.37,1201.78,1206.53,0,Cuffs adj lock w/ active con
L3760,,,D,PO,666.21,499.66,545.9,0,Eo adj jt prefab custom fit
L3761,,,D,PO,666.21,499.66,545.9,0,"Eo, adj lock joint prefab ot"
L3762,,,D,PO,143.25,107.44,117.38,0,Eo rigid w/o joints pre ots
L3763,,,D,PO,980.75,735.56,807.09,0,Ewho rigid w/o jnts cf
L3764,,,D,PO,1107.68,830.76,906.2,0,Ewho w/joint(s) cf
L3765,,,D,PO,1708.21,1281.16,1399.76,0,Ewhfo rigid w/o jnts cf
L3766,,,D,PO,1808.87,1356.66,1482.24,0,Ewhfo w/joint(s) cf
L3806,,,D,PO,605.15,453.86,495.89,0,Whfo w/joint(s) custom fab
L3807,,,D,PO,333.11,249.83,272.97,0,Whfo w/o joints pre cst
L3808,,,D,PO,496.49,372.36,393.37,0,"Whfo, rigid w/o joints"
L3809,,,D,PO,333.11,249.83,272.97,0,Whfo w/o joints pre ots
L3900,,,D,PO,1940.02,1455.01,1637.6,0,Hinge extension/flex wrist/f
L3901,,,D,PO,2409.4,1807.05,2024.56,0,Hinge ext/flex wrist finger
L3904,,,D,PO,4390.61,3292.96,3292.96,0,Whfo electric custom fitted
L3905,,,D,PO,1321.16,990.87,1082.62,0,Who w/nontorsion jnt(s) cf
L3906,,,D,PO,592.42,444.32,466,0,Who w/o joints cf
L3908,,,D,PO,89.82,67.37,89.82,0,Who cock-up nonmolde pre ots
L3912,,,D,PO,142.19,106.64,142.19,0,Hfo flexion glove pre ots
L3913,,,D,PO,360.81,270.61,295.66,0,Hfo w/o joints cf
L3915,,,D,PO,708.16,531.12,580.28,0,Who nontorsion jnts pre cst
L3916,,,D,PO,708.16,531.12,580.28,0,Who nontorsion jnts pre ots
L3917,,,D,PO,140.73,105.55,115.37,0,Metacarp fx orthosis pre cst
L3918,,,D,PO,140.73,105.55,115.37,0,Metacarp fx orthosis pre ots
L3919,,,D,PO,360.81,270.61,295.66,0,Ho w/o joints cf
L3921,,,D,PO,427.91,320.93,350.66,0,Hfo w/joint(s) cf
L3923,,,D,PO,130.42,97.81,107.51,0,Hfo without joints pre cst
L3924,,,D,PO,130.42,97.81,107.51,0,Hfo without joints pre ots
L3925,,,D,PO,74.01,55.5,69.78,0,Fo pip dip jnt/sprng pre ots
L3927,,,D,PO,46.6,34.95,38.17,0,Fo pip dip no jt spr pre ots
L3929,,,D,PO,117.2,87.9,106.5,0,Hfo nontorsion jnts pre cst
L3930,,,D,PO,117.2,87.9,106.5,0,Hfo nontorsion jnts pre ots
L3931,,,D,PO,273.39,205.04,210.31,0,Whfo nontorsion joint prefab
L3933,,,D,PO,284.23,213.17,232.89,0,Fo w/o joints cf
L3935,,,D,PO,294.32,220.74,241.15,0,Fo nontorsion joint cf
L3956,,,D,PO,0,0,0,0,Add joint upper ext orthosis
L3960,,,D,PO,1101.88,826.41,929.25,0,Sewho airplan desig abdu pos
L3961,,,D,PO,2238.26,1678.69,1834.09,0,Sewho cap design w/o jnts cf
L3962,,,D,PO,1075.74,806.8,1004.17,0,Sewho erbs palsey design abd
L3967,,,D,PO,2642.64,1981.98,2165.46,0,Sewho airplane w/o jnts cf
L3971,,,D,PO,2508.46,1881.34,2055.53,0,Sewho cap design w/jnt(s) cf
L3973,,,D,PO,2642.64,1981.98,2165.46,0,Sewho airplane w/jnt(s) cf
L3975,,,D,PO,2238.26,1678.69,1834.09,0,Sewhfo cap design w/o jnt cf
L3976,,,D,PO,2238.26,1678.69,1834.09,0,Sewhfo airplane w/o jnts cf
L3977,,,D,PO,2508.46,1881.34,2055.53,0,Sewhfo cap desgn w/jnt(s) cf
L3978,,,D,PO,2642.64,1981.98,2165.46,0,Sewhfo airplane w/jnt(s) cf
L3980,,,D,PO,463.5,347.63,347.63,0,Up ext fx orthos humeral nos
L3981,,,D,PO,1341.3,1005.97,1098.83,0,Ue fx orth shoul cap forearm
L3982,,,D,PO,559.71,419.78,419.78,0,Upper ext fx orthosis rad/ul
L3984,,,D,PO,516.04,387.03,403.96,0,Upper ext fx orthosis wrist
L3995,,,D,PO,49.02,36.77,40.82,0,Sock fracture or equal each
L4000,,,D,PO,1953.57,1465.18,1664.53,0,Repl girdle milwaukee orth
L4002,,,D,PO,0,0,0,0,"Replace strap, any orthosis"
L4010,,,D,PO,1028.26,771.19,919.71,0,Replace trilateral socket br
L4020,,,D,PO,1319.7,989.77,1101.14,0,Replace quadlat socket brim
L4030,,,D,PO,773.56,580.17,759.28,0,Replace socket brim cust fit
L4040,,,D,PO,625.42,469.07,625.42,0,Replace molded thigh lacer
L4045,,,D,PO,502.59,376.94,380.26,0,Replace non-molded thigh lac
L4050,,,D,PO,632.54,474.4,571.58,0,Replace molded calf lacer
L4055,,,D,PO,409.6,307.2,311.64,0,Replace non-molded calf lace
L4060,,,D,PO,486.92,365.19,464.32,0,Replace high roll cuff
L4070,,,D,PO,431.18,323.39,382.8,0,Replace prox & dist upright
L4080,,,D,PO,154.98,116.23,137.64,0,Repl met band kafo-afo prox
L4090,,,D,PO,138.37,103.77,138.25,0,Repl met band kafo-afo calf/
L4100,,,D,PO,159.82,119.86,159.82,0,Repl leath cuff kafo prox th
L4110,,,D,PO,129.93,97.45,129.93,0,Repl leath cuff kafo-afo cal
L4130,,,D,PO,760.15,570.11,760.15,0,Replace pretibial shell
L4205,,,D,LT,0,0,43.9,0,Ortho dvc repair per 15 min
L4350,,,D,PO,136.95,102.72,113.11,0,Ankle control ortho pre ots
L4360,,,D,PO,424.24,318.18,424.24,0,Pneumat walking boot pre cst
L4361,,,D,PO,424.24,318.18,424.24,0,Pneuma/vac walk boot pre ots
L4370,,,D,PO,289.25,216.94,289.25,0,Pneum full leg splnt pre ots
L4386,,,D,PO,232.08,174.06,190.16,0,Non-pneum walk boot pre cst
L4387,,,D,PO,232.08,174.06,190.16,0,Non-pneum walk boot pre ots
L4392,,,D,PO,34.39,25.79,27.75,0,Replace afo soft interface
L4394,,,D,PO,25.08,18.81,20.22,0,Replace foot drop spint
L4396,,,D,PO,245.21,183.91,197.9,0,Static or dynami afo pre cst
L4397,,,D,PO,245.21,183.91,197.9,0,Static or dynami afo pre ots
L4398,,,D,PO,112.89,84.67,91.13,0,Foot drop splint pre ots
L4631,,,D,PO,2257.57,1693.18,1834.95,0,"Afo, walk boot type, cus fab"
L5000,,,D,PO,824.75,618.56,618.56,0,Sho insert w arch toe filler
L5010,,,D,PO,1987.27,1490.45,1490.45,0,Mold socket ank hgt w/ toe f
L5020,,,D,PO,3234.86,2426.15,2764.07,0,Tibial tubercle hgt w/ toe f
L5050,,,D,PO,3746.12,2809.59,3300.11,0,Ank symes mold sckt sach ft
L5060,,,D,PO,4508.51,3381.38,4379.14,0,Symes met fr leath socket ar
L5100,,,D,PO,3793.78,2845.34,3420.57,0,Molded socket shin sach foot
L5105,,,D,PO,5670.63,4252.97,4827.6,0,Plast socket jts/thgh lacer
L5150,,,D,PO,5732.23,4299.18,4991.7,0,Mold sckt ext knee shin sach
L5160,,,D,PO,6234.83,4676.12,6090.02,0,Mold socket bent knee shin s
L5200,,,D,PO,5392.36,4044.27,4986.9,0,Kne sing axis fric shin sach
L5210,,,D,PO,3960.98,2970.73,3960.98,0,No knee/ankle joints w/ ft b
L5220,,,D,PO,4502.37,3376.78,4502.37,0,No knee joint with artic ali
L5230,,,D,PO,6209.65,4657.24,6021.66,0,Fem focal defic constant fri
L5250,,,D,PO,8469.42,6352.07,7835.96,0,Hip canad sing axi cons fric
L5270,,,D,PO,8395.23,6296.42,8395.23,0,Tilt table locking hip sing
L5280,,,D,PO,8311.28,6233.46,8311.28,0,Hemipelvect canad sing axis
L5301,,,D,PO,3747.87,2810.9,3429.81,0,Bk mold socket sach ft endo
L5312,,,D,PO,5384.23,4038.17,5384.23,0,"Knee disart, sach ft, endo"
L5321,,,D,PO,5364.98,4023.73,5298.5,0,Ak open end sach
L5331,,,D,PO,7591.65,5693.73,7517.95,0,Hip disart canadian sach ft
L5341,,,D,PO,8249.73,6187.3,7846.67,0,Hemipelvectomy canadian sach
L5400,,,D,PO,1964.57,1473.43,1637.18,0,Postop dress & 1 cast chg bk
L5410,,,D,PO,682.01,511.51,629.34,0,Postop dsg bk ea add cast ch
L5420,,,D,PO,2481.17,1860.88,1977.47,0,Postop dsg & 1 cast chg ak/d
L5430,,,D,PO,821.42,616.07,617.24,0,Postop dsg ak ea add cast ch
L5450,,,D,PO,665.02,498.76,540.15,0,Postop app non-wgt bear dsg
L5460,,,D,PO,890.08,667.56,715.17,0,Postop app non-wgt bear dsg
L5500,,,D,PO,2096.44,1572.33,1572.33,0,Init bk ptb plaster direct
L5505,,,D,PO,2839.14,2129.35,2129.35,0,Init ak ischal plstr direct
L5510,,,D,PO,2376.46,1782.34,1931.32,0,Prep bk ptb plaster molded
L5520,,,D,PO,2347.37,1760.53,1760.53,0,Perp bk ptb thermopls direct
L5530,,,D,PO,2819.42,2114.56,2456.85,0,Prep bk ptb thermopls molded
L5535,,,D,PO,2768.11,2076.09,2537.72,0,Prep bk ptb open end socket
L5540,,,D,PO,2954.45,2215.83,2708.7,0,Prep bk ptb laminated socket
L5560,,,D,PO,3172.57,2379.43,2646.28,0,Prep ak ischial plast molded
L5570,,,D,PO,3298.35,2473.76,2783.38,0,Prep ak ischial direct form
L5580,,,D,PO,3850.59,2887.94,3188.52,0,Prep ak ischial thermo mold
L5585,,,D,PO,4176.42,3132.31,3533.97,0,Prep ak ischial open end
L5590,,,D,PO,3924.01,2943.01,3093.82,0,Prep ak ischial laminated
L5595,,,D,PO,6572.57,4929.43,5526.49,0,Hip disartic sach thermopls
L5600,,,D,PO,7258.09,5443.57,6965.78,0,Hip disart sach laminat mold
L5610,,,D,PO,3379.55,2534.66,3251.78,0,Above knee hydracadence
L5611,,,D,PO,2629.97,1972.47,2159.91,0,Ak 4 bar link w/fric swing
L5613,,,D,PO,4000.34,3000.26,3000.26,0,Ak 4 bar ling w/hydraul swig
L5614,,,D,PO,2474.96,1856.22,2028.06,0,4-bar link above knee w/swng
L5615,,,D,PO,0,0,6603.89,0,Ak 4 bar link hydl swg/stanc
L5616,,,D,PO,2216.96,1662.72,1662.72,0,Ak univ multiplex sys frict
L5617,,,D,PO,825.88,619.41,672.42,0,Ak/bk self-aligning unit ea
L5618,,,D,PO,459.08,344.31,382.45,0,Test socket symes
L5620,,,D,PO,453.81,340.36,363.14,0,Test socket below knee
L5622,,,D,PO,591.76,443.82,512.17,0,Test socket knee disarticula
L5624,,,D,PO,593.44,445.08,461.11,0,Test socket above knee
L5626,,,D,PO,778.27,583.7,669.46,0,Test socket hip disarticulat
L5628,,,D,PO,788.11,591.08,740.17,0,Test socket hemipelvectomy
L5629,,,D,PO,518.74,389.06,389.06,0,Below knee acrylic socket
L5630,,,D,PO,732.58,549.44,620.03,0,Syme typ expandabl wall sckt
L5631,,,D,PO,717.21,537.91,537.91,0,Ak/knee disartic acrylic soc
L5632,,,D,PO,362.44,271.83,362.44,0,Symes type ptb brim design s
L5634,,,D,PO,496.53,372.4,431.78,0,Symes type poster opening so
L5636,,,D,PO,415.91,311.94,384.84,0,Symes type medial opening so
L5637,,,D,PO,471.56,353.67,364.47,0,Below knee total contact
L5638,,,D,PO,794.39,595.79,675.38,0,Below knee leather socket
L5639,,,D,PO,1830.13,1372.6,1547.03,0,Below knee wood socket
L5640,,,D,PO,1043.77,782.83,1024.58,0,Knee disarticulat leather so
L5642,,,D,PO,1011.34,758.5,1011.34,0,Above knee leather socket
L5643,,,D,PO,2540.62,1905.46,2187.44,0,Hip flex inner socket ext fr
L5644,,,D,PO,964.12,723.09,807.34,0,Above knee wood socket
L5645,,,D,PO,1302.42,976.81,976.81,0,Bk flex inner socket ext fra
L5646,,,D,PO,894.36,670.77,718.04,0,Below knee cushion socket
L5647,,,D,PO,1298.45,973.84,973.84,0,Below knee suction socket
L5648,,,D,PO,1074.68,806.01,806.01,0,Above knee cushion socket
L5649,,,D,PO,3107.85,2330.89,2463.86,0,Isch containmt/narrow m-l so
L5650,,,D,PO,796.88,597.66,702.6,0,Tot contact ak/knee disart s
L5651,,,D,PO,1960.29,1470.22,1470.22,0,Ak flex inner socket ext fra
L5652,,,D,PO,711.66,533.75,533.75,0,Suction susp ak/knee disart
L5653,,,D,PO,950.01,712.51,875.7,0,Knee disart expand wall sock
L5654,,,D,PO,541.35,406.02,474.31,0,Socket insert symes
L5655,,,D,PO,432.96,324.72,424.99,0,Socket insert below knee
L5656,,,D,PO,605.51,454.13,605.51,0,Socket insert knee articulat
L5658,,,D,PO,593.51,445.13,593.51,0,Socket insert above knee
L5661,,,D,PO,993.35,745.01,745.01,0,Multi-durometer symes
L5665,,,D,PO,835.79,626.84,626.84,0,Multi-durometer below knee
L5666,,,D,PO,114.26,85.69,86.96,0,Below knee cuff suspension
L5668,,,D,PO,164.84,123.63,137.36,0,Bk molded distal cushion
L5670,,,D,PO,442.94,332.2,362.61,0,Bk molded supracondylar susp
L5671,,,D,PO,811.94,608.96,811.94,0,Bk/ak locking mechanism
L5672,,,D,PO,486.74,365.06,395.06,0,Bk removable medial brim sus
L5673,,,D,PO,1090.75,818.06,876.96,0,Socket insert w lock mech
L5676,,,D,PO,591.51,443.63,516.82,0,Bk knee joints single axis p
L5677,,,D,PO,804.82,603.62,657.88,0,Bk knee joints polycentric p
L5678,,,D,PO,64.81,48.61,57.93,0,Bk joint covers pair
L5679,,,D,PO,908.93,681.7,730.77,0,Socket insert w/o lock mech
L5680,,,D,PO,496.84,372.63,434.07,0,Bk thigh lacer non-molded
L5681,,,D,PO,1929.74,1447.31,1580.9,0,Intl custm cong/latyp insert
L5682,,,D,PO,1020.84,765.63,774.05,0,Bk thigh lacer glut/ischia m
L5683,,,D,PO,1929.74,1447.31,1580.9,0,Initial custom socket insert
L5684,,,D,PO,78.57,58.93,78.57,0,Bk fork strap
L5685,,,D,PO,187.86,140.9,153.94,0,Below knee sus/seal sleeve
L5686,,,D,PO,83.4,62.55,78.04,0,Bk back check
L5688,,,D,PO,99.71,74.78,85.43,0,Bk waist belt webbing
L5690,,,D,PO,159.73,119.8,129.94,0,Bk waist belt padded and lin
L5692,,,D,PO,216.9,162.67,190.92,0,Ak pelvic control belt light
L5694,,,D,PO,296.13,222.1,294.97,0,Ak pelvic control belt pad/l
L5695,,,D,PO,266.2,199.65,199.65,0,Ak sleeve susp neoprene/equa
L5696,,,D,PO,302.01,226.51,302.01,0,Ak/knee disartic pelvic join
L5697,,,D,PO,131.04,98.28,131.04,0,Ak/knee disartic pelvic band
L5698,,,D,PO,170.27,127.7,153.07,0,Ak/knee disartic silesian ba
L5699,,,D,PO,304.35,228.26,300.95,0,Shoulder harness
L5700,,,D,PO,4470.21,3352.66,4470.21,0,Replace socket below knee
L5701,,,D,PO,5550.13,4162.6,5432.25,0,Replace socket above knee
L5702,,,D,PO,7091.9,5318.92,6504.64,0,Replace socket hip
L5703,,,D,PO,3414.62,2560.96,2999.78,0,Symes ankle w/o (sach) foot
L5704,,,D,PO,859.51,644.63,746.54,0,Custom shape cover bk
L5705,,,D,PO,1516.32,1137.24,1225.62,0,Custom shape cover ak
L5706,,,D,PO,1487.62,1115.72,1214.73,0,Custom shape cvr knee disart
L5707,,,D,PO,2019.28,1514.46,1726.83,0,Custom shape cvr hip disart
L5710,,,D,PO,587.08,440.31,557.02,0,Kne-shin exo sng axi mnl loc
L5711,,,D,PO,852.33,639.25,754.1,0,Knee-shin exo mnl lock ultra
L5712,,,D,PO,703.36,527.52,676.97,0,Knee-shin exo frict swg & st
L5714,,,D,PO,682.76,512.07,512.07,0,Knee-shin exo variable frict
L5716,,,D,PO,1189.7,892.28,892.28,0,Knee-shin exo mech stance ph
L5718,,,D,PO,1487.01,1115.26,1115.26,0,Knee-shin exo frct swg & sta
L5722,,,D,PO,1473.79,1105.34,1298.55,0,Knee-shin pneum swg frct exo
L5724,,,D,PO,2463.86,1847.9,1966.31,0,Knee-shin exo fluid swing ph
L5726,,,D,PO,2839.54,2129.66,2379.66,0,Knee-shin ext jnts fld swg e
L5728,,,D,PO,3884.12,2913.09,3166.99,0,Knee-shin fluid swg & stance
L5780,,,D,PO,1868.87,1401.65,1401.65,0,Knee-shin pneum/hydra pneum
L5781,,,D,PO,5868.42,4401.32,4808.77,0,Lower limb pros vacuum pump
L5782,,,D,PO,6186.64,4639.98,5069.52,0,Hd low limb pros vacuum pump
L5783,,,D,PO,3780.08,2835.06,3150.07,0,Add low ext mec limb vol lam
L5785,,,D,PO,848.09,636.06,759.84,0,Exoskeletal bk ultralt mater
L5790,,,D,PO,1173.68,880.26,914.89,0,Exoskeletal ak ultra-light m
L5795,,,D,PO,1752.61,1314.46,1314.46,0,Exoskel hip ultra-light mate
L5810,,,D,PO,794.72,596.04,680.64,0,Endoskel knee-shin mnl lock
L5811,,,D,PO,1190.48,892.86,892.86,0,Endo knee-shin mnl lck ultra
L5812,,,D,PO,922.75,692.06,772.73,0,Endo knee-shin frct swg & st
L5814,,,D,PO,5447.03,4085.27,4463.49,0,Endo knee-shin hydral swg ph
L5816,,,D,PO,1388.21,1041.16,1041.16,0,Endo knee-shin polyc mch sta
