HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,WA (NR),WA (R),Short Description
L5818,,,D,PO,1567.57,1175.67,1175.67,0,Endo knee-shin frct swg & st
L5822,,,D,PO,2779.69,2084.77,2084.77,0,Endo knee-shin pneum swg frc
L5824,,,D,PO,2503.27,1877.46,1877.46,0,Endo knee-shin fluid swing p
L5826,,,D,PO,4609,3456.75,3898.87,0,Miniature knee joint
L5827,,,D,PO,0,0,6903.72,0,Endo knee shin single axis
L5828,,,D,PO,4609.59,3457.19,3457.19,0,Endo knee-shin fluid swg/sta
L5830,,,D,PO,3097.4,2323.05,3014.41,0,Endo knee-shin pneum/swg pha
L5840,,,D,PO,5532.61,4149.46,4941.29,0,Multi-axial knee/shin system
L5841,,,D,PO,0,0,3467.02,0,ADDITION ENDOSKLETL KNEE-SHI
L5845,,,D,PO,2628.83,1971.62,2154.15,0,Knee-shin sys stance flexion
L5848,,,D,PO,1577.15,1182.86,1292.38,0,Knee-shin sys hydraul stance
L5850,,,D,PO,208.81,156.61,156.61,0,Endo ak/hip knee extens assi
L5855,,,D,PO,504.12,378.09,504.12,0,Mech hip extension assist
L5856,,,D,PO,35259.71,26444.78,28851.23,0,Elec knee-shin swing/stance
L5857,,,D,PO,12544.36,9408.27,10237.55,0,Elec knee-shin swing only
L5858,,,D,PO,27258.44,20443.83,22336.47,0,Stance phase only
L5859,,,D,PO,21356.93,16017.7,18479.11,0,Knee-shin pro flex/ext cont
L5910,,,D,PO,591.19,443.39,443.39,0,Endo below knee alignable sy
L5920,,,D,PO,866.11,649.58,649.58,0,Endo ak/hip alignable system
L5925,,,D,PO,548.48,411.36,533.94,0,Above knee manual lock
L5926,,,D,PO,929.89,697.41,884.4,0,Endoskel posit rotat unit
L5930,,,D,PO,4968.33,3726.25,4045.31,0,High activity knee frame
L5940,,,D,PO,818.79,614.1,763.5,0,Endo bk ultra-light material
L5950,,,D,PO,1269.97,952.47,1097.47,0,Endo ak ultra-light material
L5960,,,D,PO,1573.63,1180.22,1254.33,0,Endo hip ultra-light materia
L5961,,,D,PO,6985.53,5239.15,5939.38,0,"Endo poly hip, pneu/hyd/rot"
L5962,,,D,PO,959.46,719.6,959.46,0,Below knee flex cover system
L5964,,,D,PO,1528.71,1146.54,1381.23,0,Above knee flex cover system
L5966,,,D,PO,1947.96,1460.97,1790.71,0,Hip flexible cover system
L5968,,,D,PO,5329.78,3997.33,4367.41,0,Multiaxial ankle w dorsiflex
L5970,,,D,PO,331.51,248.63,300.3,0,Foot external keel sach foot
L5971,,,D,PO,331.51,248.63,300.3,0,"Sach foot, replacement"
L5972,,,D,PO,575.28,431.46,479.92,0,Flexible keel foot
L5973,,,D,PO,25594.72,19196.04,21127.66,0,Ank-foot sys dors-plant flex
L5974,,,D,PO,380.38,285.29,380.38,0,Foot single axis ankle/foot
L5975,,,D,PO,679.94,509.96,557.15,0,Combo ankle/foot prosthesis
L5976,,,D,PO,914.15,685.61,766.42,0,Energy storing foot
L5978,,,D,PO,476.36,357.27,433.15,0,Ft prosth multiaxial ankl/ft
L5979,,,D,PO,3724.58,2793.44,3690.19,0,Multi-axial ankle/ft prosth
L5980,,,D,PO,6052.2,4539.15,4963.11,0,Flex foot system
L5981,,,D,PO,4701.39,3526.04,4010.2,0,Flex-walk sys low ext prosth
L5982,,,D,PO,943.67,707.75,935.53,0,Exoskeletal axial rotation u
L5984,,,D,PO,929.89,697.41,884.4,0,Endoskeletal axial rotation
L5985,,,D,PO,416.81,312.61,339.39,0,Lwr ext dynamic prosth pylon
L5986,,,D,PO,1034.39,775.79,936.06,0,Multi-axial rotation unit
L5987,,,D,PO,10550.87,7913.15,8645.73,0,Shank ft w vert load pylon
L5988,,,D,PO,2929.97,2197.48,2400.94,0,Vertical shock reducing pylo
L5990,,,D,PO,2660.84,1995.63,2180.41,0,User adjustable heel height
L5991,,,D,PO,14106.05,10579.54,11755.04,0,Low pros ext osseo connector
L6000,,,D,PO,2168.87,1626.65,2168.87,0,Part hand thumb rem
L6010,,,D,PO,2413.59,1810.19,2413.59,0,Part hand little/ring
L6020,,,D,PO,2250.28,1687.71,2250.28,0,Part hand no fingers
L6026,,,D,PO,6119.92,4589.94,5346.36,0,Part hand myo exclu term dev
L6050,,,D,PO,3100.8,2325.6,2657.94,0,Wrst mld sck flx hng tri pad
L6055,,,D,PO,4321.73,3241.3,3968.74,0,Wrst mold sock w/exp interfa
L6100,,,D,PO,3141.59,2356.19,2862.95,0,Elb mold sock flex hinge pad
L6110,,,D,PO,3332.19,2499.14,2920.04,0,Elbow mold sock suspension t
L6120,,,D,PO,3883.19,2912.39,3671.86,0,Elbow mold doub splt soc ste
L6130,,,D,PO,4225.63,3169.22,4225.63,0,Elbow stump activated lock h
L6200,,,D,PO,4453.13,3339.85,4336.64,0,Elbow mold outsid lock hinge
L6205,,,D,PO,5944.23,4458.17,5433.19,0,Elbow molded w/ expand inter
L6250,,,D,PO,4383.37,3287.52,4044.22,0,Elbow inter loc elbow forarm
L6300,,,D,PO,6081.45,4561.09,5688.7,0,Shlder disart int lock elbow
L6310,,,D,PO,4953.47,3715.11,4722.1,0,Shoulder passive restor comp
L6320,,,D,PO,2789.54,2092.15,2092.15,0,Shoulder passive restor cap
L6350,,,D,PO,6393.71,4795.29,6393.71,0,Thoracic intern lock elbow
L6360,,,D,PO,5199.26,3899.44,5199.26,0,Thoracic passive restor comp
L6370,,,D,PO,3315.39,2486.54,2486.54,0,Thoracic passive restor cap
L6380,,,D,PO,1877.62,1408.22,1674.12,0,Postop dsg cast chg wrst/elb
L6382,,,D,PO,2416.93,1812.7,1970.81,0,Postop dsg cast chg elb dis/
L6384,,,D,PO,3112.22,2334.16,2495.07,0,Postop dsg cast chg shlder/t
L6386,,,D,PO,655.52,491.64,565.14,0,Postop ea cast chg & realign
L6388,,,D,PO,717.61,538.21,621.13,0,Postop applicat rigid dsg on
L6400,,,D,PO,3787.65,2840.74,3169.54,0,Below elbow prosth tiss shap
L6450,,,D,PO,5032.61,3774.46,4302.57,0,Elb disart prosth tiss shap
L6500,,,D,PO,5036.72,3777.54,4351.76,0,Above elbow prosth tiss shap
L6550,,,D,PO,6224.47,4668.36,5821.44,0,Shldr disar prosth tiss shap
L6570,,,D,PO,7144.5,5358.37,6489.23,0,Scap thorac prosth tiss shap
L6580,,,D,PO,2551.59,1913.69,2205.31,0,Wrist/elbow bowden cable mol
L6582,,,D,PO,2246.59,1684.94,1752.48,0,Wrist/elbow bowden cbl dir f
L6584,,,D,PO,3341.07,2505.8,2977.56,0,Elbow fair lead cable molded
L6586,,,D,PO,3074.38,2305.78,2544.77,0,Elbow fair lead cable dir fo
L6588,,,D,PO,4613.81,3460.36,4308.83,0,Shdr fair lead cable molded
L6590,,,D,PO,4294.51,3220.88,3970.24,0,Shdr fair lead cable direct
L6600,,,D,PO,306.19,229.64,248.83,0,Polycentric hinge pair
L6605,,,D,PO,302.33,226.75,234.74,0,Single pivot hinge pair
L6610,,,D,PO,271.77,203.83,214.09,0,Flexible metal hinge pair
L6611,,,D,PO,603.87,452.9,494.85,0,"Additional switch, ext power"
L6615,,,D,PO,283.56,212.67,261.64,0,Disconnect locking wrist uni
L6616,,,D,PO,105.88,79.41,95.34,0,Disconnect insert locking wr
L6620,,,D,PO,494.93,371.2,409.81,0,Flexion/extension wrist unit
L6621,,,D,PO,3354.73,2516.05,2748.98,0,Flex/ext wrist w/wo friction
L6623,,,D,PO,1047.08,785.31,881.59,0,Spring-ass rot wrst w/ latch
L6624,,,D,PO,5523.64,4142.73,4526.27,0,Flex/ext/rotation wrist unit
L6625,,,D,PO,868.15,651.11,753.94,0,Rotation wrst w/ cable lock
L6628,,,D,PO,781.97,586.48,708.02,0,Quick disconn hook adapter o
L6629,,,D,PO,238.81,179.11,179.42,0,Lamination collar w/ couplin
L6630,,,D,PO,351.8,263.85,263.85,0,Stainless steel any wrist
L6632,,,D,PO,106.05,79.54,79.54,0,Latex suspension sleeve each
L6635,,,D,PO,287.51,215.63,231.34,0,Lift assist for elbow
L6637,,,D,PO,599.38,449.54,531.94,0,Nudge control elbow lock
L6638,,,D,PO,3667.77,2750.83,3005.49,0,Elec lock on manual pw elbow
L6640,,,D,PO,457.23,342.92,421.76,0,Shoulder abduction joint pai
L6641,,,D,PO,261.86,196.4,210.24,0,Excursion amplifier pulley t
L6642,,,D,PO,354.94,266.21,284.3,0,Excursion amplifier lever ty
L6645,,,D,PO,521.09,390.82,485.36,0,Shoulder flexion-abduction j
L6646,,,D,PO,4625.88,3469.41,3790.61,0,Multipo locking shoulder jnt
L6647,,,D,PO,761.57,571.18,624.04,0,Shoulder lock actuator
L6648,,,D,PO,4770.93,3578.2,3909.46,0,Ext pwrd shlder lock/unlock
L6650,,,D,PO,552.52,414.39,418.58,0,Shoulder universal joint
L6655,,,D,PO,122.62,91.97,122.62,0,Standard control cable extra
L6660,,,D,PO,149.83,112.37,129.8,0,Heavy duty control cable
L6665,,,D,PO,75.17,56.38,60.36,0,Teflon or equal cable lining
L6670,,,D,PO,78.28,58.71,62.4,0,Hook to hand cable adapter
L6672,,,D,PO,275.23,206.43,237,0,Harness chest/shlder saddle
L6675,,,D,PO,196.03,147.02,147.02,0,Harness figure of 8 sing con
L6676,,,D,PO,197.96,148.47,180.72,0,Harness figure of 8 dual con
L6677,,,D,PO,435.09,326.32,356.52,0,Ue triple control harness
L6680,,,D,PO,378.71,284.03,291.23,0,Test sock wrist disart/bel e
L6682,,,D,PO,418.71,314.04,370.53,0,Test sock elbw disart/above
L6684,,,D,PO,568.98,426.74,567.74,0,Test socket shldr disart/tho
L6686,,,D,PO,963.67,722.75,813.95,0,Suction socket
L6687,,,D,PO,941.55,706.16,706.16,0,Frame typ socket bel elbow/w
L6688,,,D,PO,864.71,648.53,864.71,0,Frame typ sock above elb/dis
L6689,,,D,PO,1099.86,824.9,1058.35,0,Frame typ socket shoulder di
L6690,,,D,PO,1122.42,841.81,1122.42,0,Frame typ sock interscap-tho
L6691,,,D,PO,563.46,422.6,485.59,0,Removable insert each
L6692,,,D,PO,912.85,684.63,684.63,0,Silicon gel insert w/wo lock
L6693,,,D,PO,4163.88,3122.91,3412.03,0,Lockingelbow forearm cntrbal
L6694,,,D,PO,1090.75,818.06,876.96,0,Elbow socket ins use w/lock
L6695,,,D,PO,908.93,681.7,730.77,0,Elbow socket ins use w/o lck
L6696,,,D,PO,1929.74,1447.31,1580.9,0,Cus elbo skt in for con/atyp
L6697,,,D,PO,1929.74,1447.31,1580.9,0,Cus elbo skt in not con/atyp
L6698,,,D,PO,811.94,608.96,811.94,0,Add up-ex prosthes lock mech
L6700,,,D,PO,35412.23,26559.17,29510.19,0,Ue add ext power myoel
L6703,,,D,PO,530.65,397.99,404.2,0,"Term dev, passive hand mitt"
L6704,,,D,PO,955.95,716.96,767.2,0,"Term dev, sport/rec/work att"
L6706,,,D,PO,569.55,427.16,488.01,0,Term dev mech hook vol open
L6707,,,D,PO,2099.29,1574.47,1721.68,0,Term dev mech hook vol close
L6708,,,D,PO,1365.39,1024.05,1201.39,0,Term dev mech hand vol open
L6709,,,D,PO,1977.62,1483.22,1722.78,0,Term dev mech hand vol close
L6711,,,D,PO,986.07,739.55,808.02,0,"Ped term dev, hook, vol open"
L6712,,,D,PO,1815.54,1361.66,1487.69,0,"Ped term dev, hook, vol clos"
L6713,,,D,PO,2291.39,1718.55,1877.68,0,"Ped term dev, hand, vol open"
L6714,,,D,PO,1940.8,1455.6,1590.37,0,"Ped term dev, hand, vol clos"
L6715,,,D,PO,4631.65,3473.74,3794.37,0,"Term device, multi art digit"
L6721,,,D,PO,3449.56,2587.17,2826.66,0,"Hook/hand, hvy dty, vol open"
L6722,,,D,PO,2973.78,2230.34,2436.81,0,"Hook/hand, hvy dty, vol clos"
L6805,,,D,PO,555.38,416.53,517.8,0,Term dev modifier wrist unit
L6810,,,D,PO,304.48,228.36,245.02,0,Term dev precision pinch dev
L6880,,,D,PO,35051.25,26288.44,28715,0,Elec hand ind art digits
L6881,,,D,PO,5996.11,4497.09,4913.43,0,Term dev auto grasp feature
L6882,,,D,PO,4548.36,3411.27,3727.07,0,Microprocessor control uplmb
L6883,,,D,PO,2590.31,1942.73,2508.77,0,Replc sockt below e/w disa
L6884,,,D,PO,3644.2,2733.15,3428.23,0,Replc sockt above elbow disa
L6885,,,D,PO,5199.26,3899.44,5199.26,0,Replc sockt shldr dis/interc
L6890,,,D,PO,277.64,208.23,227.33,0,Prefab glove for term device
L6895,,,D,PO,911.47,683.61,759.01,0,Custom glove for term device
L6900,,,D,PO,2465.57,1849.18,2377.15,0,Hand restorat thumb/1 finger
L6905,,,D,PO,2396.6,1797.45,2396.6,0,Hand restoration multiple fi
L6910,,,D,PO,2334.78,1751.09,1966.99,0,Hand restoration no fingers
L6915,,,D,PO,1021.87,766.41,888.95,0,Hand restoration replacmnt g
L6920,,,D,PO,10893.72,8170.29,9526.3,0,Wrist disarticul switch ctrl
L6925,,,D,PO,12576.65,9432.49,10418.35,0,Wrist disart myoelectronic c
L6930,,,D,PO,10961.27,8220.96,10335.88,0,Below elbow switch control
L6935,,,D,PO,12812.09,9609.07,10923.61,0,Below elbow myoelectronic ct
L6940,,,D,PO,14321.62,10741.21,12375.03,0,Elbow disarticulation switch
L6945,,,D,PO,16661.53,12496.15,13711.44,0,Elbow disart myoelectronic c
L6950,,,D,PO,16278.53,12208.9,12925.32,0,Above elbow switch control
L6955,,,D,PO,19495.76,14621.82,14621.82,0,Above elbow myoelectronic ct
L6960,,,D,PO,19662.94,14747.21,15924.82,0,Shldr disartic switch contro
L6965,,,D,PO,23134.38,17350.79,17983.62,0,Shldr disartic myoelectronic
L6970,,,D,PO,23807.4,17855.55,17855.55,0,Interscapular-thor switch ct
L6975,,,D,PO,26085.35,19564.01,19564.01,0,Interscap-thor myoelectronic
L7007,,,D,PO,5616.95,4212.72,4271.19,0,Adult electric hand
L7008,,,D,PO,8840.49,6630.37,7397.58,0,Pediatric electric hand
L7009,,,D,PO,5731.07,4298.3,4619.3,0,Adult electric hook
L7040,,,D,PO,4601.82,3451.37,3687.45,0,Prehensile actuator
L7045,,,D,PO,2638.38,1978.79,1978.79,0,Pediatric electric hook
L7170,,,D,PO,9571.18,7178.38,7475.36,0,Electronic elbow hosmer swit
L7180,,,D,PO,53323.46,39992.59,44853.57,0,Electronic elbow sequential
L7181,,,D,PO,58766.81,44075.11,48155.5,0,Electronic elbo simultaneous
L7185,,,D,PO,9692.1,7269.08,7851.92,0,Electron elbow adolescent sw
L7186,,,D,PO,14438.86,10829.14,10829.14,0,Electron elbow child switch
L7190,,,D,PO,12331.36,9248.52,9754.53,0,Elbow adolescent myoelectron
L7191,,,D,PO,15087.75,11315.81,11315.81,0,Elbow child myoelectronic ct
L7259,,,D,PO,5216.79,3912.59,5094.65,0,Electronic wrist rotator any
L7360,,,D,PO,371.19,278.39,324.91,0,Six volt bat otto bock/eq ea
L7362,,,D,PO,408.98,306.73,336.79,0,Battery chrgr six volt otto
L7364,,,D,PO,650.45,487.84,637.96,0,Twelve volt battery utah/equ
L7366,,,D,PO,876.17,657.13,824.6,0,Battery chrgr 12 volt utah/e
L7367,,,D,PO,571,428.25,467.9,0,Replacemnt lithium ionbatter
L7368,,,D,PO,740.22,555.17,606.56,0,Lithium ion battery charger
L7400,,,D,PO,449.52,337.14,368.35,0,"Add ue prost be/wd, ultlite"
L7401,,,D,PO,503.25,377.44,412.39,0,Add ue prost a/e ultlite mat
L7402,,,D,PO,543.45,407.59,445.33,0,Add ue prost s/d ultlite mat
L7403,,,D,PO,540.12,405.09,442.58,0,Add ue prost b/e acrylic
L7404,,,D,PO,815.2,611.4,668.02,0,Add ue prost a/e acrylic
L7405,,,D,PO,1066.15,799.61,873.65,0,Add ue prost s/d acrylic
L7406,,,D,PO,0,0,3150.07,0,Add upp ext mec limb vol lam
L7520,,,J,LT,0,0,52.16,0,Repair prosthesis per 15 min
L7700,,,D,PO,184.22,138.17,158.02,0,Pros soc insert gasket/seal
L8000,,,D,PO,59.59,44.7,50.52,0,Mastectomy bra
L8001,,,D,PO,183.98,137.98,150.77,0,Breast prosthesis bra & form
L8002,,,D,PO,241.98,181.48,198.27,0,Brst prsth bra & bilat form
L8015,,,D,PO,88.12,66.09,74.83,0,Ext breastprosthesis garment
L8020,,,D,PO,327.46,245.6,294.95,0,Mastectomy form
L8030,,,D,PO,514.97,386.23,386.23,0,Breast prosthes w/o adhesive
L8031,,,D,PO,514.97,386.23,386.23,0,Breast prosthesis w adhesive
L8032,,,D,PO,57.58,43.19,48.9,0,Reusable nipple prosthesis
L8035,,,D,PO,5373.34,4030.01,4403.12,0,Custom breast prosthesis
L8040,,,D,PO,3632.6,2724.45,3004.8,0,Nasal prosthesis
L8040,KM,,D,PO,3450.97,2588.23,2854.55,0,Nasal prosthesis
L8040,KN,,D,PO,1453.04,1089.78,1201.93,0,Nasal prosthesis
L8041,,,D,PO,4378.51,3283.88,3622.02,0,Midfacial prosthesis
L8041,KM,,D,PO,4159.57,3119.68,3440.86,0,Midfacial prosthesis
L8041,KN,,D,PO,1751.41,1313.56,1448.81,0,Midfacial prosthesis
L8042,,,D,PO,4919.66,3689.75,4069.63,0,Orbital prosthesis
L8042,KM,,D,PO,4673.66,3505.25,3866.13,0,Orbital prosthesis
L8042,KN,,D,PO,1967.87,1475.9,1627.86,0,Orbital prosthesis
L8043,,,D,PO,5510.04,4132.53,4557.98,0,Upper facial prosthesis
L8043,KM,,D,PO,5234.53,3925.9,4330.09,0,Upper facial prosthesis
L8043,KN,,D,PO,2204,1653,1823.2,0,Upper facial prosthesis
L8044,,,D,PO,6100.37,4575.28,5046.33,0,Hemi-facial prosthesis
L8044,KM,,D,PO,5795.36,4346.52,4794.05,0,Hemi-facial prosthesis
L8044,KN,,D,PO,2440.15,1830.11,2018.53,0,Hemi-facial prosthesis
L8045,,,D,PO,4014.06,3010.55,3167.78,0,Auricular prosthesis
L8045,KM,,D,PO,3813.35,2860.01,3009.38,0,Auricular prosthesis
L8045,KN,,D,PO,1605.62,1204.22,1267.11,0,Auricular prosthesis
L8046,,,D,PO,3935.73,2951.79,3255.69,0,Partial facial prosthesis
L8046,KM,,D,PO,3738.95,2804.21,3092.92,0,Partial facial prosthesis
L8046,KN,,D,PO,1574.28,1180.71,1302.23,0,Partial facial prosthesis
L8047,,,D,PO,2017.06,1512.79,1668.54,0,Nasal septal prosthesis
L8047,KM,,D,PO,1916.2,1437.15,1585.11,0,Nasal septal prosthesis
L8047,KN,,D,PO,806.83,605.12,667.41,0,Nasal septal prosthesis
L8300,,,D,PO,137.7,103.28,128.3,0,Truss single w/ standard pad
L8310,,,D,PO,217.4,163.05,179.71,0,Truss double w/ standard pad
L8320,,,D,PO,87.25,65.44,68.42,0,Truss addition to std pad wa
L8330,,,D,PO,80.58,60.44,60.44,0,Truss add to std pad scrotal
L8400,,,D,PO,25.69,19.27,22.73,0,Sheath below knee
L8410,,,D,PO,33.82,25.36,32.4,0,Sheath above knee
L8415,,,D,PO,34.99,26.24,33.23,0,Sheath upper limb
L8417,,,D,PO,110.26,82.7,90.39,0,Pros sheath/sock w gel cushn
L8420,,,D,PO,31.74,23.81,24.55,0,Prosthetic sock multi ply bk
L8430,,,D,PO,36.14,27.1,28.04,0,Prosthetic sock multi ply ak
L8435,,,D,PO,34.32,25.74,34.32,0,Pros sock multi ply upper lm
L8440,,,D,PO,68.26,51.2,51.2,0,Shrinker below knee
L8460,,,D,PO,108.79,81.59,106.83,0,Shrinker above knee
L8465,,,D,PO,79.62,59.71,59.71,0,Shrinker upper limb
L8470,,,D,PO,10.89,8.17,8.17,0,Pros sock single ply bk
L8480,,,D,PO,15.03,11.27,15.03,0,Pros sock single ply ak
L8485,,,D,PO,18.16,13.62,17.62,0,Pros sock single ply upper l
L8500,,,D,PO,1077.27,807.95,955.76,0,Artificial larynx
L8501,,,D,PO,197.18,147.88,147.88,0,Tracheostomy speaking valve
L8507,,,D,PO,61.43,46.07,50.34,0,Trach-esoph voice pros pt in
L8509,,,L,PO,160.17,120.13,131.24,0,Trach-esoph voice pros md in
L8510,,,D,PO,370.62,277.97,303.69,0,Voice amplifier
L8511,,,J,PO,106.67,80.01,87.41,0,Indwelling trach insert
L8512,,,J,PO,3.18,2.38,2.59,0,Gel cap for trach voice pros
L8513,,,J,PO,7.64,5.73,6.24,0,Trach pros cleaning device
L8514,,,J,PO,138.3,103.72,113.31,0,Repl trach puncture dilator
L8515,,,J,PO,92.57,69.43,75.84,0,Gel cap app device for trach
L8600,,,L,PO,1019.3,764.47,892.83,0,Implant breast silicone/eq
L8603,,,L,PO,643.68,482.76,539.27,0,Collagen imp urinary 2.5 ml
L8605,,,L,PO,1050.74,788.06,860.8,0,Inj bulking agent anal canal
L8606,,,L,PO,322.77,242.08,273.45,0,Synthetic implnt urinary 1ml
L8607,,,L,PO,62.92,47.19,51.53,0,Inj vocal cord bulking agent
L8609,,,L,PO,9558.42,7168.81,7830.54,0,Artificial cornea
L8610,,,L,PO,955.43,716.57,812.14,0,Ocular implant
L8612,,,L,PO,992.51,744.39,886.66,0,Aqueous shunt prosthesis
L8613,,,L,PO,419.73,314.8,368.5,0,Ossicular implant
L8614,,,L,PO,28368.9,21276.67,22998.52,0,Cochlear device
L8615,,,L,PO,661.66,496.25,542.05,0,Coch implant headset replace
L8616,,,L,PO,154.11,115.58,126.26,0,Coch implant microphone repl
L8617,,,L,PO,134.61,100.96,110.27,0,Coch implant trans coil repl
L8618,,,L,PO,38.46,28.85,31.5,0,Coch implant tran cable repl
L8619,,,L,PO,12177.04,9132.78,9873.11,0,Coch imp ext proc/contr rplc
L8621,,,L,PO,0.92,0.69,0.75,0,Repl zinc air battery
L8622,,,L,PO,0.47,0.36,0.39,0,Repl alkaline battery
L8623,,,L,PO,94.9,71.17,77.75,0,"Lith ion batt cid,non-earlvl"
L8624,,,L,PO,236.57,177.43,193.82,0,"Lith ion batt cid, ear level"
L8625,,,L,PO,277.07,207.8,226.97,0,Charger coch impl/aoi battry
L8627,,,L,PO,10341.5,7756.13,8328.59,0,Cid ext speech process repl
L8628,,,L,PO,1835.53,1376.65,1544.48,0,Cid ext controller repl
L8629,,,L,PO,262.67,197,215.18,0,Cid transmit coil and cable
L8630,,,L,PO,549.94,412.46,412.46,0,Metacarpophalangeal implant
L8631,,,L,PO,3227.61,2420.71,2609.08,0,Mcp joint repl 2 pc or more
L8641,,,L,PO,571.4,428.55,571.4,0,Metatarsal joint implant
L8642,,,L,PO,463.46,347.59,376,0,Hallux implant
L8658,,,L,PO,498.19,373.64,498.19,0,Interphalangeal joint spacer
L8659,,,L,PO,2830.92,2123.19,2319.17,0,Interphalangeal joint repl
L8670,,,L,PO,817.79,613.34,681.49,0,"Vascular graft, synthetic"
L8678,,,L,PO,0,0,11.4,27.55,ext sply implt neurosim
L8679,,,L,PO,12379.64,9284.73,10417.43,0,Imp neurosti pls gn any type
L8681,,,L,PO,1760.95,1320.72,1320.72,0,Pt prgrm for implt neurostim
L8682,,,L,PO,8845.03,6633.77,7443.09,0,Implt neurostim radiofq rec
L8683,,,L,PO,7785.65,5839.23,6551.6,0,Radiofq trsmtr for implt neu
L8684,,,L,PO,1111.52,833.64,969.67,0,Radiof trsmtr implt scrl neu
L8689,,,L,PO,2530.57,1897.92,2073.11,0,External recharg sys intern
L8690,,,L,PO,6978.96,5234.22,5717.38,0,"Aud osseo dev, int/ext comp"
L8691,,,L,PO,2526.46,1894.85,2069.73,0,Aoi snd proc repl excl actua
L8693,,,L,PO,2224.52,1668.39,1822.38,0,"Aud osseo dev, abutment"
L8694,,,L,PO,1385.46,1039.09,1134.98,0,Aoi transducer/actuator repl
L8695,,,L,PO,24.43,18.32,20,0,External recharg sys extern
L8696,,,L,PO,317.97,238.48,260.49,0,Ext antenna phren nerve stim
L8701,,,D,PO,41964.16,31473.12,34970.13,0,Ewh s/d uprt micro sensor
L8702,,,D,PO,82562.05,61921.54,68801.71,0,Ewhf s/d uprt micro sensor
Q0477,,,L,PO,1138.18,853.63,932.39,0,Pwr module pt cable lvad rpl
Q0478,,,L,PO,269.59,202.19,220.87,0,"Power adapter, combo vad"
Q0479,,,L,PO,17581.09,13185.81,14389.66,0,"Power module combo vad, rep"
Q0480,,,L,PO,132128.29,99096.22,108243.35,0,"Driver pneumatic vad, rep"
Q0481,,,L,PO,21317.37,15988.03,17463.78,0,"Microprcsr cu elec vad, rep"
Q0482,,,L,PO,6677,5007.75,5469.98,0,"Microprcsr cu combo vad, rep"
Q0483,,,L,PO,27506.24,20629.68,22533.92,0,"Monitor elec vad, rep"
Q0484,,,L,PO,5341.62,4006.21,4376.02,0,Monitor elec or comb vad rep
Q0485,,,L,PO,515.72,386.79,422.47,0,"Monitor cable elec vad, rep"
Q0486,,,L,PO,429.23,321.92,351.65,0,Mon cable elec/pneum vad rep
Q0487,,,L,PO,500.77,375.58,410.25,0,"Leads any type vad, rep only"
Q0489,,,L,PO,23846.41,17884.81,19535.67,0,"Pwr pck base combo vad, rep"
Q0490,,,L,PO,1031.49,773.62,845.03,0,"Emr pwr source elec vad, rep"
Q0491,,,L,PO,1621.61,1216.2,1328.48,0,Emr pwr source combo vad rep
Q0492,,,L,PO,130.65,97.99,107.01,0,"Emr pwr cbl elec vad, rep"
Q0493,,,L,PO,371.98,278.99,304.77,0,"Emr pwr cbl combo vad, rep"
Q0494,,,L,PO,314.78,236.08,257.9,0,"Emr hd pmp elec/combo, rep"
Q0495,,,L,PO,6127.93,4595.95,5020.16,0,"Charger elec/combo vad, rep"
Q0496,,,L,PO,2199.41,1649.56,1801.82,0,"Battery elec/combo vad, rep"
Q0497,,,L,PO,686.78,515.09,562.64,0,"Bat clps elec/comb vad, rep"
Q0498,,,L,PO,753.56,565.17,617.36,0,"Holster elec/combo vad, rep"
Q0499,,,L,PO,244.84,183.63,200.58,0,Belt/vest elec/combo vad rep
Q0500,,,L,PO,44.79,33.6,36.71,0,"Filters elec/combo vad, rep"
Q0501,,,L,PO,749.2,561.9,613.75,0,"Shwr cov elec/combo vad, rep"
Q0502,,,L,PO,953.83,715.37,781.39,0,"Mobility cart pneum vad, rep"
Q0503,,,L,PO,1907.7,1430.77,1562.84,0,Battery pneum vad replacemnt
Q0504,,,L,PO,1006.65,754.99,824.68,0,"Pwr adpt pneum vad, rep veh"
Q0506,,,L,PO,1253.04,939.78,1026.54,0,Lith-ion batt elec/pneum vad
Q4001,,,L,SC,62.36,53.01,62.36,0,Cast sup body cast plaster
Q4002,,,L,SC,235.64,200.29,235.64,0,Cast sup body cast fiberglas
Q4003,,,L,SC,44.78,38.06,44.78,0,Cast sup shoulder cast plstr
Q4004,,,L,SC,155.03,131.78,155.03,0,Cast sup shoulder cast fbrgl
Q4005,,,L,SC,16.51,14.03,16.51,0,Cast sup long arm adult plst
Q4006,,,L,SC,37.2,31.62,37.2,0,Cast sup long arm adult fbrg
Q4007,,,L,SC,8.25,7.01,8.25,0,Cast sup long arm ped plster
Q4008,,,L,SC,18.59,15.8,18.59,0,Cast sup long arm ped fbrgls
Q4009,,,L,SC,11.03,9.38,11.03,0,Cast sup sht arm adult plstr
Q4010,,,L,SC,24.8,21.08,24.8,0,Cast sup sht arm adult fbrgl
Q4011,,,L,SC,5.5,4.68,5.5,0,Cast sup sht arm ped plaster
Q4012,,,L,SC,12.43,10.57,12.43,0,Cast sup sht arm ped fbrglas
Q4013,,,L,SC,20.07,17.06,20.07,0,Cast sup gauntlet plaster
Q4014,,,L,SC,33.84,28.76,33.84,0,Cast sup gauntlet fiberglass
Q4015,,,L,SC,10.05,8.54,10.05,0,Cast sup gauntlet ped plster
